sample	dataset	CMS_network	CMS_RFclassifier	CMS_final_network_plus_RFclassifier_in_nonconsensus_samples
GSM327330	gse13067	UNK	NOLBL	NOLBL
GSM327331	gse13067	CMS1	CMS1	CMS1
GSM327332	gse13067	CMS2	CMS2	CMS2
GSM327333	gse13067	CMS4	CMS4	CMS4
GSM327334	gse13067	CMS3	CMS3	CMS3
GSM327335	gse13067	CMS3	CMS3	CMS3
GSM327336	gse13067	CMS2	CMS2	CMS2
GSM327337	gse13067	CMS2	CMS2	CMS2
GSM327338	gse13067	CMS2	CMS2	CMS2
GSM327339	gse13067	CMS4	CMS4	CMS4
GSM327340	gse13067	CMS2	CMS2	CMS2
GSM327341	gse13067	CMS2	CMS2	CMS2
GSM327342	gse13067	CMS2	CMS2	CMS2
GSM327343	gse13067	UNK	CMS3	CMS3
GSM327344	gse13067	CMS4	CMS4	CMS4
GSM327345	gse13067	CMS1	CMS1	CMS1
GSM327346	gse13067	CMS3	CMS3	CMS3
GSM327347	gse13067	CMS3	CMS3	CMS3
GSM327348	gse13067	CMS4	CMS4	CMS4
GSM327349	gse13067	CMS3	CMS3	CMS3
GSM327350	gse13067	CMS2	CMS2	CMS2
GSM327351	gse13067	CMS4	NOLBL	CMS4
GSM327352	gse13067	CMS1	CMS1	CMS1
GSM327353	gse13067	CMS1	CMS1	CMS1
GSM327354	gse13067	CMS2	CMS2	CMS2
GSM327355	gse13067	UNK	NOLBL	NOLBL
GSM335510	gse13294	CMS2	CMS2	CMS2
GSM335511	gse13294	UNK	CMS3	CMS3
GSM335512	gse13294	CMS4	CMS4	CMS4
GSM335513	gse13294	CMS2	CMS2	CMS2
GSM335514	gse13294	UNK	CMS4	CMS4
GSM335515	gse13294	CMS4	CMS4	CMS4
GSM335516	gse13294	CMS2	CMS2	CMS2
GSM335517	gse13294	CMS2	CMS2	CMS2
GSM335518	gse13294	CMS1	CMS1	CMS1
GSM335519	gse13294	CMS4	CMS4	CMS4
GSM335520	gse13294	UNK	CMS4	CMS4
GSM335521	gse13294	UNK	NOLBL	NOLBL
GSM335522	gse13294	CMS2	CMS2	CMS2
GSM335523	gse13294	CMS3	CMS3	CMS3
GSM335524	gse13294	UNK	CMS4	CMS4
GSM335525	gse13294	UNK	NOLBL	NOLBL
GSM335526	gse13294	CMS2	CMS2	CMS2
GSM335527	gse13294	CMS4	CMS4	CMS4
GSM335528	gse13294	UNK	CMS3	CMS3
GSM335529	gse13294	CMS3	CMS3	CMS3
GSM335530	gse13294	CMS1	CMS1	CMS1
GSM335531	gse13294	CMS2	CMS2	CMS2
GSM335532	gse13294	CMS1	CMS1	CMS1
GSM335533	gse13294	CMS4	CMS4	CMS4
GSM335534	gse13294	UNK	CMS2	CMS2
GSM335535	gse13294	UNK	CMS4	CMS4
GSM335536	gse13294	CMS2	CMS2	CMS2
GSM335537	gse13294	CMS2	CMS2	CMS2
GSM335538	gse13294	CMS4	CMS4	CMS4
GSM335539	gse13294	UNK	CMS4	CMS4
GSM335540	gse13294	CMS2	CMS2	CMS2
GSM335541	gse13294	UNK	NOLBL	NOLBL
GSM335542	gse13294	CMS1	CMS1	CMS1
GSM335543	gse13294	CMS4	CMS4	CMS4
GSM335544	gse13294	CMS1	CMS1	CMS1
GSM335545	gse13294	CMS4	CMS4	CMS4
GSM335546	gse13294	UNK	NOLBL	NOLBL
GSM335547	gse13294	CMS2	NOLBL	CMS2
GSM335548	gse13294	CMS2	CMS2	CMS2
GSM335549	gse13294	CMS2	CMS2	CMS2
GSM335550	gse13294	CMS3	CMS3	CMS3
GSM335551	gse13294	UNK	NOLBL	NOLBL
GSM335552	gse13294	CMS4	CMS4	CMS4
GSM335553	gse13294	CMS2	CMS2	CMS2
GSM335554	gse13294	CMS2	CMS2	CMS2
GSM335555	gse13294	CMS1	CMS1	CMS1
GSM335556	gse13294	CMS2	CMS2	CMS2
GSM335557	gse13294	CMS2	CMS2	CMS2
GSM335558	gse13294	CMS2	CMS2	CMS2
GSM335559	gse13294	CMS1	CMS1	CMS1
GSM335560	gse13294	CMS1	CMS1	CMS1
GSM335561	gse13294	CMS2	CMS2	CMS2
GSM335562	gse13294	CMS1	CMS1	CMS1
GSM335563	gse13294	CMS4	CMS4	CMS4
GSM335564	gse13294	CMS4	CMS4	CMS4
GSM335565	gse13294	CMS1	CMS1	CMS1
GSM335566	gse13294	CMS1	CMS1	CMS1
GSM335567	gse13294	CMS2	CMS2	CMS2
GSM335568	gse13294	CMS2	CMS2	CMS2
GSM335569	gse13294	CMS2	CMS2	CMS2
GSM335570	gse13294	CMS3	CMS3	CMS3
GSM335571	gse13294	CMS2	CMS2	CMS2
GSM335572	gse13294	CMS3	CMS3	CMS3
GSM335573	gse13294	CMS2	CMS2	CMS2
GSM335574	gse13294	UNK	CMS1	CMS1
GSM335575	gse13294	CMS4	CMS4	CMS4
GSM335576	gse13294	CMS1	CMS1	CMS1
GSM335577	gse13294	CMS1	CMS1	CMS1
GSM335578	gse13294	UNK	NOLBL	NOLBL
GSM335579	gse13294	CMS3	CMS3	CMS3
GSM335580	gse13294	CMS4	CMS4	CMS4
GSM335581	gse13294	CMS3	CMS3	CMS3
GSM335582	gse13294	CMS2	CMS2	CMS2
GSM335583	gse13294	CMS2	CMS2	CMS2
GSM335584	gse13294	CMS2	CMS2	CMS2
GSM335585	gse13294	CMS1	CMS1	CMS1
GSM335586	gse13294	CMS3	CMS3	CMS3
GSM335587	gse13294	UNK	NOLBL	NOLBL
GSM335588	gse13294	CMS4	CMS4	CMS4
GSM335589	gse13294	CMS2	CMS2	CMS2
GSM335590	gse13294	UNK	CMS4	CMS4
GSM335591	gse13294	CMS2	CMS2	CMS2
GSM335592	gse13294	CMS2	CMS2	CMS2
GSM335593	gse13294	CMS2	NOLBL	CMS2
GSM335594	gse13294	CMS2	CMS2	CMS2
GSM335595	gse13294	CMS1	CMS1	CMS1
GSM335596	gse13294	CMS2	CMS2	CMS2
GSM335597	gse13294	CMS3	CMS3	CMS3
GSM335598	gse13294	CMS2	CMS2	CMS2
GSM335599	gse13294	UNK	NOLBL	NOLBL
GSM335600	gse13294	CMS2	CMS2	CMS2
GSM335601	gse13294	CMS2	CMS2	CMS2
GSM335602	gse13294	CMS2	CMS2	CMS2
GSM335603	gse13294	CMS2	CMS2	CMS2
GSM335604	gse13294	UNK	NOLBL	NOLBL
GSM335605	gse13294	CMS2	CMS2	CMS2
GSM335606	gse13294	UNK	CMS4	CMS4
GSM335607	gse13294	CMS3	CMS3	CMS3
GSM335608	gse13294	CMS4	CMS4	CMS4
GSM335609	gse13294	UNK	NOLBL	NOLBL
GSM335610	gse13294	UNK	CMS2	CMS2
GSM335611	gse13294	CMS3	CMS3	CMS3
GSM335612	gse13294	UNK	CMS2	CMS2
GSM335613	gse13294	CMS2	CMS2	CMS2
GSM335614	gse13294	CMS1	CMS1	CMS1
GSM335615	gse13294	CMS2	CMS2	CMS2
GSM335616	gse13294	CMS2	CMS2	CMS2
GSM335617	gse13294	CMS4	CMS4	CMS4
GSM335618	gse13294	CMS2	NOLBL	CMS2
GSM335619	gse13294	CMS1	CMS1	CMS1
GSM335620	gse13294	CMS4	CMS4	CMS4
GSM335621	gse13294	CMS1	CMS1	CMS1
GSM335622	gse13294	CMS1	CMS1	CMS1
GSM335623	gse13294	CMS1	CMS1	CMS1
GSM335624	gse13294	CMS3	CMS3	CMS3
GSM335625	gse13294	CMS2	NOLBL	CMS2
GSM335626	gse13294	UNK	NOLBL	NOLBL
GSM335627	gse13294	CMS3	CMS3	CMS3
GSM335628	gse13294	UNK	NOLBL	NOLBL
GSM335629	gse13294	UNK	CMS4	CMS4
GSM335630	gse13294	CMS1	CMS1	CMS1
GSM335631	gse13294	CMS2	CMS2	CMS2
GSM335632	gse13294	CMS3	CMS3	CMS3
GSM335633	gse13294	CMS4	CMS4	CMS4
GSM335634	gse13294	CMS1	CMS1	CMS1
GSM335635	gse13294	CMS1	CMS1	CMS1
GSM335636	gse13294	CMS2	CMS2	CMS2
GSM335637	gse13294	CMS4	CMS4	CMS4
GSM335638	gse13294	UNK	NOLBL	NOLBL
GSM335639	gse13294	CMS3	CMS3	CMS3
GSM335640	gse13294	CMS1	CMS1	CMS1
GSM335641	gse13294	CMS1	CMS1	CMS1
GSM335642	gse13294	UNK	NOLBL	NOLBL
GSM335643	gse13294	CMS1	CMS1	CMS1
GSM335644	gse13294	CMS1	CMS1	CMS1
GSM335645	gse13294	CMS1	CMS1	CMS1
GSM335646	gse13294	CMS3	CMS3	CMS3
GSM335647	gse13294	UNK	NOLBL	NOLBL
GSM335648	gse13294	CMS2	CMS2	CMS2
GSM335649	gse13294	CMS1	CMS1	CMS1
GSM335650	gse13294	CMS1	CMS1	CMS1
GSM335651	gse13294	CMS2	CMS2	CMS2
GSM335652	gse13294	CMS1	CMS1	CMS1
GSM335653	gse13294	CMS1	CMS1	CMS1
GSM335654	gse13294	CMS4	CMS4	CMS4
GSM335655	gse13294	CMS1	CMS1	CMS1
GSM335656	gse13294	CMS1	CMS1	CMS1
GSM335657	gse13294	CMS1	CMS1	CMS1
GSM335658	gse13294	UNK	CMS4	CMS4
GSM335659	gse13294	CMS1	CMS1	CMS1
GSM335660	gse13294	CMS4	CMS4	CMS4
GSM335661	gse13294	CMS2	CMS2	CMS2
GSM335662	gse13294	CMS1	CMS1	CMS1
GSM335663	gse13294	CMS1	CMS1	CMS1
GSM335664	gse13294	UNK	CMS4	CMS4
GSM523248	gse20916	UNK	NOLBL	NOLBL
GSM523249	gse20916	UNK	NOLBL	NOLBL
GSM523250	gse20916	UNK	NOLBL	NOLBL
GSM523253	gse20916	UNK	CMS4	CMS4
GSM523257	gse20916	CMS2	CMS2	CMS2
GSM523258	gse20916	CMS2	CMS2	CMS2
GSM523262	gse20916	CMS2	CMS2	CMS2
GSM523263	gse20916	CMS2	CMS2	CMS2
GSM523275	gse20916	UNK	NOLBL	NOLBL
GSM523278	gse20916	CMS2	CMS2	CMS2
GSM523283	gse20916	CMS4	CMS4	CMS4
GSM523284	gse20916	CMS4	CMS4	CMS4
GSM523285	gse20916	CMS4	CMS4	CMS4
GSM523287	gse20916	UNK	NOLBL	NOLBL
GSM523288	gse20916	UNK	NOLBL	NOLBL
GSM523292	gse20916	CMS1	CMS1	CMS1
GSM523293	gse20916	CMS2	CMS2	CMS2
GSM523294	gse20916	UNK	NOLBL	NOLBL
GSM523295	gse20916	UNK	CMS3	CMS3
GSM523296	gse20916	CMS4	CMS4	CMS4
GSM523298	gse20916	UNK	CMS2	CMS2
GSM523300	gse20916	UNK	CMS3	CMS3
GSM523301	gse20916	UNK	CMS3	CMS3
GSM523302	gse20916	UNK	NOLBL	NOLBL
GSM523303	gse20916	CMS4	CMS4	CMS4
GSM523305	gse20916	UNK	CMS4	CMS4
GSM523306	gse20916	CMS4	CMS4	CMS4
GSM523307	gse20916	UNK	NOLBL	NOLBL
GSM523308	gse20916	CMS2	CMS2	CMS2
GSM523309	gse20916	CMS2	CMS2	CMS2
GSM523312	gse20916	CMS4	CMS4	CMS4
GSM523313	gse20916	CMS2	CMS2	CMS2
GSM523315	gse20916	CMS2	NOLBL	CMS2
GSM523316	gse20916	CMS4	CMS4	CMS4
GSM523317	gse20916	CMS4	CMS4	CMS4
GSM523318	gse20916	CMS1	CMS1	CMS1
GSM523319	gse20916	UNK	CMS3	CMS3
GSM523320	gse20916	UNK	NOLBL	NOLBL
GSM523321	gse20916	UNK	CMS3	CMS3
GSM523322	gse20916	UNK	NOLBL	NOLBL
GSM523323	gse20916	CMS4	CMS4	CMS4
GSM523325	gse20916	CMS4	CMS4	CMS4
GSM523326	gse20916	UNK	CMS2	CMS2
GSM523327	gse20916	UNK	CMS3	CMS3
GSM523328	gse20916	UNK	CMS2	CMS2
GSM523329	gse20916	UNK	CMS3	CMS3
GSM523331	gse20916	UNK	CMS1	CMS1
GSM523332	gse20916	CMS4	CMS4	CMS4
GSM523333	gse20916	CMS2	CMS2	CMS2
GSM523334	gse20916	UNK	CMS3	CMS3
GSM523335	gse20916	UNK	NOLBL	NOLBL
GSM523336	gse20916	CMS2	CMS2	CMS2
GSM523337	gse20916	CMS4	CMS4	CMS4
GSM523339	gse20916	CMS4	CMS4	CMS4
GSM523340	gse20916	UNK	CMS3	CMS3
GSM523341	gse20916	UNK	CMS3	CMS3
GSM523342	gse20916	CMS3	CMS3	CMS3
GSM523344	gse20916	CMS4	CMS4	CMS4
GSM523345	gse20916	CMS1	CMS1	CMS1
GSM523346	gse20916	UNK	NOLBL	NOLBL
GSM523347	gse20916	CMS2	NOLBL	CMS2
GSM523348	gse20916	CMS2	CMS2	CMS2
GSM523350	gse20916	CMS4	CMS4	CMS4
GSM523351	gse20916	CMS1	CMS1	CMS1
GSM523352	gse20916	UNK	NOLBL	NOLBL
GSM523353	gse20916	CMS3	CMS3	CMS3
GSM523354	gse20916	CMS2	CMS2	CMS2
GSM523355	gse20916	UNK	CMS3	CMS3
GSM523356	gse20916	UNK	CMS3	CMS3
GSM523357	gse20916	CMS4	CMS4	CMS4
GSM523359	gse20916	CMS4	CMS4	CMS4
GSM523361	gse20916	UNK	CMS3	CMS3
GSM523362	gse20916	UNK	CMS3	CMS3
GSM523363	gse20916	UNK	NOLBL	NOLBL
GSM523366	gse20916	CMS4	CMS4	CMS4
GSM523367	gse20916	UNK	CMS3	CMS3
GSM523368	gse20916	UNK	CMS2	CMS2
GSM523370	gse20916	CMS4	CMS4	CMS4
GSM523371	gse20916	UNK	CMS2	CMS2
GSM523372	gse20916	CMS2	CMS2	CMS2
GSM523374	gse20916	UNK	NOLBL	NOLBL
GSM523375	gse20916	UNK	CMS3	CMS3
GSM523376	gse20916	UNK	CMS3	CMS3
GSM523378	gse20916	CMS4	CMS4	CMS4
GSM523379	gse20916	CMS1	CMS1	CMS1
GSM523380	gse20916	UNK	CMS2	CMS2
GSM523381	gse20916	UNK	NOLBL	NOLBL
GSM523383	gse20916	UNK	NOLBL	NOLBL
GSM523384	gse20916	CMS2	NOLBL	CMS2
GSM523385	gse20916	UNK	NOLBL	NOLBL
GSM588828	gse23878	CMS2	NOLBL	CMS2
GSM588829	gse23878	CMS2	NOLBL	CMS2
GSM588830	gse23878	CMS2	NOLBL	CMS2
GSM588831	gse23878	CMS3	NOLBL	CMS3
GSM588832	gse23878	CMS3	NOLBL	CMS3
GSM588833	gse23878	CMS3	NOLBL	CMS3
GSM588834	gse23878	UNK	NOLBL	NOLBL
GSM588835	gse23878	CMS2	NOLBL	CMS2
GSM588836	gse23878	UNK	NOLBL	NOLBL
GSM588837	gse23878	CMS2	NOLBL	CMS2
GSM588838	gse23878	CMS2	NOLBL	CMS2
GSM588839	gse23878	CMS2	NOLBL	CMS2
GSM588840	gse23878	CMS2	NOLBL	CMS2
GSM588841	gse23878	UNK	NOLBL	NOLBL
GSM588842	gse23878	UNK	NOLBL	NOLBL
GSM588843	gse23878	CMS2	NOLBL	CMS2
GSM588844	gse23878	UNK	NOLBL	NOLBL
GSM588845	gse23878	CMS2	NOLBL	CMS2
GSM588846	gse23878	CMS4	NOLBL	CMS4
GSM588847	gse23878	CMS4	NOLBL	CMS4
GSM588848	gse23878	CMS4	NOLBL	CMS4
GSM588849	gse23878	CMS2	NOLBL	CMS2
GSM588850	gse23878	CMS2	NOLBL	CMS2
GSM588851	gse23878	CMS1	NOLBL	CMS1
GSM588852	gse23878	UNK	NOLBL	NOLBL
GSM588853	gse23878	CMS2	NOLBL	CMS2
GSM588854	gse23878	UNK	NOLBL	NOLBL
GSM588855	gse23878	CMS4	NOLBL	CMS4
GSM588856	gse23878	UNK	NOLBL	NOLBL
GSM588857	gse23878	CMS2	NOLBL	CMS2
GSM588858	gse23878	UNK	NOLBL	NOLBL
GSM588859	gse23878	UNK	NOLBL	NOLBL
GSM588860	gse23878	CMS2	NOLBL	CMS2
GSM588861	gse23878	UNK	NOLBL	NOLBL
GSM588862	gse23878	CMS2	NOLBL	CMS2
GSM929494	gse37892	CMS2	CMS2	CMS2
GSM929495	gse37892	CMS2	CMS2	CMS2
GSM929496	gse37892	CMS1	CMS1	CMS1
GSM929497	gse37892	CMS3	CMS3	CMS3
GSM929498	gse37892	CMS2	CMS2	CMS2
GSM929499	gse37892	CMS4	CMS4	CMS4
GSM929500	gse37892	CMS1	CMS1	CMS1
GSM929501	gse37892	CMS4	CMS4	CMS4
GSM929502	gse37892	CMS1	CMS1	CMS1
GSM929503	gse37892	CMS4	CMS4	CMS4
GSM929504	gse37892	CMS4	CMS4	CMS4
GSM929505	gse37892	UNK	NOLBL	NOLBL
GSM929506	gse37892	CMS2	CMS2	CMS2
GSM929507	gse37892	CMS4	CMS4	CMS4
GSM929508	gse37892	CMS4	CMS4	CMS4
GSM929509	gse37892	UNK	NOLBL	NOLBL
GSM929510	gse37892	CMS1	CMS1	CMS1
GSM929511	gse37892	CMS1	CMS1	CMS1
GSM929512	gse37892	UNK	NOLBL	NOLBL
GSM929513	gse37892	CMS4	CMS4	CMS4
GSM929514	gse37892	CMS2	CMS2	CMS2
GSM929515	gse37892	CMS2	CMS2	CMS2
GSM929516	gse37892	CMS2	CMS2	CMS2
GSM929517	gse37892	CMS3	CMS3	CMS3
GSM929518	gse37892	CMS3	CMS3	CMS3
GSM929519	gse37892	CMS2	CMS2	CMS2
GSM929520	gse37892	CMS1	CMS1	CMS1
GSM929521	gse37892	CMS1	CMS1	CMS1
GSM929522	gse37892	CMS3	CMS3	CMS3
GSM929523	gse37892	UNK	NOLBL	NOLBL
GSM929524	gse37892	CMS2	CMS2	CMS2
GSM929525	gse37892	CMS2	CMS2	CMS2
GSM929526	gse37892	CMS2	CMS2	CMS2
GSM929527	gse37892	CMS3	CMS3	CMS3
GSM929528	gse37892	CMS2	CMS2	CMS2
GSM929529	gse37892	CMS2	CMS2	CMS2
GSM929530	gse37892	UNK	NOLBL	NOLBL
GSM929531	gse37892	CMS1	CMS1	CMS1
GSM929532	gse37892	CMS2	NOLBL	CMS2
GSM929533	gse37892	CMS2	CMS2	CMS2
GSM929534	gse37892	UNK	CMS2	CMS2
GSM929535	gse37892	CMS2	CMS2	CMS2
GSM929536	gse37892	CMS2	CMS2	CMS2
GSM929537	gse37892	CMS2	CMS2	CMS2
GSM929538	gse37892	UNK	CMS2	CMS2
GSM929539	gse37892	CMS4	CMS4	CMS4
GSM929540	gse37892	CMS2	CMS2	CMS2
GSM929541	gse37892	UNK	CMS2	CMS2
GSM929542	gse37892	CMS3	CMS3	CMS3
GSM929543	gse37892	CMS3	CMS3	CMS3
GSM929544	gse37892	CMS4	CMS4	CMS4
GSM929545	gse37892	UNK	CMS2	CMS2
GSM929546	gse37892	CMS2	CMS2	CMS2
GSM929547	gse37892	CMS2	CMS2	CMS2
GSM929548	gse37892	CMS4	CMS4	CMS4
GSM929549	gse37892	CMS4	CMS4	CMS4
GSM929550	gse37892	CMS2	CMS2	CMS2
GSM929551	gse37892	CMS3	CMS3	CMS3
GSM929552	gse37892	CMS4	CMS4	CMS4
GSM929553	gse37892	CMS4	CMS4	CMS4
GSM929554	gse37892	CMS4	CMS4	CMS4
GSM929555	gse37892	CMS4	CMS4	CMS4
GSM929556	gse37892	CMS2	CMS2	CMS2
GSM929557	gse37892	CMS2	CMS2	CMS2
GSM929558	gse37892	CMS2	CMS2	CMS2
GSM929559	gse37892	CMS4	CMS4	CMS4
GSM929560	gse37892	CMS3	CMS3	CMS3
GSM929561	gse37892	CMS2	CMS2	CMS2
GSM929562	gse37892	CMS4	CMS4	CMS4
GSM929563	gse37892	CMS3	CMS3	CMS3
GSM929564	gse37892	CMS3	CMS3	CMS3
GSM929565	gse37892	UNK	NOLBL	NOLBL
GSM929566	gse37892	CMS2	CMS2	CMS2
GSM929567	gse37892	CMS2	CMS2	CMS2
GSM929568	gse37892	UNK	NOLBL	NOLBL
GSM929569	gse37892	CMS1	CMS1	CMS1
GSM929570	gse37892	CMS2	CMS2	CMS2
GSM929571	gse37892	CMS3	CMS3	CMS3
GSM929572	gse37892	CMS4	NOLBL	CMS4
GSM929573	gse37892	UNK	CMS4	CMS4
GSM929574	gse37892	UNK	CMS3	CMS3
GSM929575	gse37892	CMS4	NOLBL	CMS4
GSM929576	gse37892	CMS3	CMS3	CMS3
GSM929577	gse37892	CMS3	CMS3	CMS3
GSM929578	gse37892	CMS4	CMS4	CMS4
GSM929579	gse37892	CMS2	CMS2	CMS2
GSM929580	gse37892	CMS3	CMS3	CMS3
GSM929581	gse37892	CMS2	CMS2	CMS2
GSM929582	gse37892	CMS4	CMS4	CMS4
GSM929583	gse37892	CMS2	CMS2	CMS2
GSM929584	gse37892	CMS2	CMS2	CMS2
GSM929585	gse37892	UNK	NOLBL	NOLBL
GSM929586	gse37892	CMS2	CMS2	CMS2
GSM929587	gse37892	CMS2	CMS2	CMS2
GSM929588	gse37892	CMS4	CMS4	CMS4
GSM929589	gse37892	CMS3	CMS3	CMS3
GSM929590	gse37892	CMS4	CMS4	CMS4
GSM929591	gse37892	CMS4	CMS4	CMS4
GSM929592	gse37892	CMS4	CMS4	CMS4
GSM929593	gse37892	UNK	CMS4	CMS4
GSM929594	gse37892	CMS4	CMS4	CMS4
GSM929595	gse37892	CMS2	CMS2	CMS2
GSM929596	gse37892	CMS2	CMS2	CMS2
GSM929597	gse37892	CMS3	CMS3	CMS3
GSM929598	gse37892	UNK	CMS2	CMS2
GSM929599	gse37892	CMS2	CMS2	CMS2
GSM929600	gse37892	CMS4	CMS4	CMS4
GSM929601	gse37892	UNK	NOLBL	NOLBL
GSM929602	gse37892	CMS2	CMS2	CMS2
GSM929603	gse37892	CMS4	CMS4	CMS4
GSM929604	gse37892	CMS1	CMS1	CMS1
GSM929605	gse37892	CMS3	CMS3	CMS3
GSM929606	gse37892	CMS4	CMS4	CMS4
GSM929607	gse37892	UNK	NOLBL	NOLBL
GSM929608	gse37892	UNK	CMS2	CMS2
GSM929609	gse37892	CMS4	CMS4	CMS4
GSM929610	gse37892	CMS2	CMS2	CMS2
GSM929611	gse37892	CMS4	CMS4	CMS4
GSM929612	gse37892	CMS2	CMS2	CMS2
GSM929613	gse37892	CMS2	CMS2	CMS2
GSM929614	gse37892	CMS4	CMS4	CMS4
GSM929615	gse37892	CMS2	CMS2	CMS2
GSM929616	gse37892	CMS4	CMS4	CMS4
GSM929617	gse37892	UNK	CMS1	CMS1
GSM929618	gse37892	UNK	NOLBL	NOLBL
GSM929619	gse37892	CMS4	CMS4	CMS4
GSM929620	gse37892	CMS4	CMS4	CMS4
GSM929621	gse37892	CMS4	CMS4	CMS4
GSM929622	gse37892	UNK	CMS4	CMS4
GSM929623	gse37892	UNK	NOLBL	NOLBL
GSM437093	gse17536	CMS2	CMS2	CMS2
GSM437094	gse17536	CMS3	CMS3	CMS3
GSM437095	gse17536	CMS2	CMS2	CMS2
GSM437096	gse17536	CMS3	CMS3	CMS3
GSM437097	gse17536	UNK	NOLBL	NOLBL
GSM437098	gse17536	UNK	NOLBL	NOLBL
GSM437099	gse17536	CMS3	CMS3	CMS3
GSM437100	gse17536	UNK	CMS2	CMS2
GSM437101	gse17536	CMS2	CMS2	CMS2
GSM437102	gse17536	CMS4	CMS4	CMS4
GSM437103	gse17536	CMS2	CMS2	CMS2
GSM437104	gse17536	CMS3	CMS3	CMS3
GSM437105	gse17536	CMS3	CMS3	CMS3
GSM437106	gse17536	CMS2	CMS2	CMS2
GSM437107	gse17536	CMS3	CMS3	CMS3
GSM437108	gse17536	CMS3	CMS3	CMS3
GSM437109	gse17536	UNK	NOLBL	NOLBL
GSM437110	gse17536	CMS3	CMS3	CMS3
GSM437111	gse17536	CMS4	CMS4	CMS4
GSM437112	gse17536	CMS2	CMS2	CMS2
GSM437113	gse17536	CMS2	CMS2	CMS2
GSM437114	gse17536	CMS2	CMS2	CMS2
GSM437115	gse17536	CMS2	CMS2	CMS2
GSM437116	gse17536	UNK	NOLBL	NOLBL
GSM437117	gse17536	CMS2	CMS2	CMS2
GSM437118	gse17536	CMS1	CMS1	CMS1
GSM437119	gse17536	CMS4	CMS4	CMS4
GSM437120	gse17536	CMS2	NOLBL	CMS2
GSM437121	gse17536	UNK	NOLBL	NOLBL
GSM437122	gse17536	CMS2	CMS2	CMS2
GSM437123	gse17536	CMS2	CMS2	CMS2
GSM437124	gse17536	CMS4	CMS4	CMS4
GSM437125	gse17536	CMS1	CMS1	CMS1
GSM437126	gse17536	CMS1	CMS1	CMS1
GSM437127	gse17536	UNK	NOLBL	NOLBL
GSM437128	gse17536	CMS3	CMS3	CMS3
GSM437129	gse17536	CMS2	CMS2	CMS2
GSM437130	gse17536	CMS1	CMS1	CMS1
GSM437131	gse17536	CMS2	CMS2	CMS2
GSM437132	gse17536	CMS2	CMS2	CMS2
GSM437133	gse17536	CMS1	CMS1	CMS1
GSM437134	gse17536	CMS4	CMS4	CMS4
GSM437135	gse17536	CMS4	CMS4	CMS4
GSM437136	gse17536	CMS2	CMS2	CMS2
GSM437137	gse17536	CMS2	CMS2	CMS2
GSM437138	gse17536	CMS1	CMS1	CMS1
GSM437139	gse17536	CMS2	CMS2	CMS2
GSM437140	gse17536	CMS2	CMS2	CMS2
GSM437141	gse17536	CMS2	CMS2	CMS2
GSM437142	gse17536	UNK	NOLBL	NOLBL
GSM437143	gse17536	CMS1	CMS1	CMS1
GSM437144	gse17536	CMS4	CMS4	CMS4
GSM437145	gse17536	CMS1	CMS1	CMS1
GSM437146	gse17536	CMS3	CMS3	CMS3
GSM437147	gse17536	CMS1	CMS1	CMS1
GSM437148	gse17536	CMS1	CMS1	CMS1
GSM437149	gse17536	CMS1	CMS1	CMS1
GSM437150	gse17536	CMS3	NOLBL	CMS3
GSM437151	gse17536	CMS2	CMS2	CMS2
GSM437152	gse17536	CMS4	CMS4	CMS4
GSM437153	gse17536	CMS2	NOLBL	CMS2
GSM437154	gse17536	UNK	NOLBL	NOLBL
GSM437155	gse17536	UNK	CMS4	CMS4
GSM437156	gse17536	CMS1	CMS1	CMS1
GSM437157	gse17536	CMS4	CMS4	CMS4
GSM437158	gse17536	CMS3	CMS3	CMS3
GSM437159	gse17536	CMS2	NOLBL	CMS2
GSM437160	gse17536	CMS3	CMS3	CMS3
GSM437161	gse17536	CMS4	CMS4	CMS4
GSM437162	gse17536	CMS2	CMS2	CMS2
GSM437163	gse17536	UNK	CMS4	CMS4
GSM437164	gse17536	CMS2	CMS2	CMS2
GSM437165	gse17536	CMS2	CMS2	CMS2
GSM437166	gse17536	CMS4	CMS4	CMS4
GSM437167	gse17536	CMS1	CMS1	CMS1
GSM437168	gse17536	CMS2	CMS2	CMS2
GSM437169	gse17536	CMS2	CMS2	CMS2
GSM437170	gse17536	CMS2	CMS2	CMS2
GSM437171	gse17536	CMS1	CMS1	CMS1
GSM437172	gse17536	CMS2	CMS2	CMS2
GSM437173	gse17536	CMS4	CMS4	CMS4
GSM437174	gse17536	CMS1	CMS1	CMS1
GSM437175	gse17536	CMS4	CMS4	CMS4
GSM437176	gse17536	CMS1	CMS1	CMS1
GSM437177	gse17536	CMS2	CMS2	CMS2
GSM437178	gse17536	CMS1	CMS1	CMS1
GSM437179	gse17536	CMS2	CMS2	CMS2
GSM437180	gse17536	UNK	NOLBL	NOLBL
GSM437181	gse17536	CMS4	CMS4	CMS4
GSM437182	gse17536	UNK	CMS4	CMS4
GSM437183	gse17536	CMS2	CMS2	CMS2
GSM437184	gse17536	CMS1	CMS1	CMS1
GSM437185	gse17536	CMS2	CMS2	CMS2
GSM437186	gse17536	UNK	CMS3	CMS3
GSM437187	gse17536	UNK	NOLBL	NOLBL
GSM437188	gse17536	UNK	CMS2	CMS2
GSM437189	gse17536	CMS4	CMS4	CMS4
GSM437190	gse17536	CMS4	CMS4	CMS4
